ID,Name_lang,Description_lang,ToastDescription_lang,CovenantID,Level,Icon,Flags,UiOrder,ItemID,SpellID,MountID,TransmogID,TransmogSetID,CharTitlesID,GarrFollowerID,TransmogIllusionID,QuestID,PlayerConditionID
18,,你可以和看守者鐘花交談以招募這位冒險者。,解鎖新的冒險者,3,4,0,0,0,0,0,0,0,0,0,1283,0,64508,0
19,靈魂之絆升級：妮亞,解鎖妮亞第3排的靈魂之絆特長。,解鎖妮亞的靈魂之絆特長,3,3,3684884,2,0,0,0,0,0,0,0,0,0,64508,0
22,靈魂之絆升級：妮亞,解鎖妮亞第4排的靈魂之絆特長。,解鎖妮亞的靈魂之絆特長,3,7,3684884,2,0,0,0,0,0,0,0,0,0,64508,0
23,,你可以和看守者鐘花交談以招募這位冒險者。,解鎖新的冒險者,3,12,0,0,0,0,0,0,0,0,0,1285,0,64508,0
25,靈魂之絆升級：織夢者,解鎖織夢者第4排的靈魂之絆特長。,解鎖織夢者的靈魂之絆特長,3,9,3684882,2,0,0,0,0,0,0,0,0,0,64508,0
28,靈魂之絆升級：織夢者,解鎖織夢者第5排的靈魂之絆特長。,解鎖織夢者的靈魂之絆特長,3,13,3684882,2,1,0,0,0,0,0,0,0,0,0,0
29,,這段取回的記憶將開放從名望軍需官購買。,解鎖新的取回的記憶,3,14,0,0,0,183249,0,0,0,0,0,0,0,64508,0
31,靈魂之絆升級：妮亞,解鎖妮亞第5排的靈魂之絆特長。,解鎖妮亞的靈魂之絆特長,3,10,3684884,2,0,0,0,0,0,0,0,0,0,64508,0
32,,你可以和看守者鐘花交談以招募這位冒險者。,解鎖新的冒險者,3,17,0,0,1,0,0,0,0,0,0,1284,0,0,0
33,世界任務獎勵,提高世界任務獎勵的物品等級。,提高世界任務物品等級上限,3,10,236668,0,1,0,0,0,0,0,0,0,0,63220,88686
35,,,解鎖新的外觀,3,6,0,0,0,0,0,0,113562,0,0,0,0,64508,0
36,,可向名望軍需官購買幻象：荒野之魂。,解鎖幻象：荒野之魂,3,36,0,0,0,0,0,0,0,0,0,0,71,64508,0
37,,可向名望軍需官購買暗夜妖精爐石玩具。,解鎖暗夜妖精爐石,3,11,0,0,1,180290,0,0,0,0,0,0,0,0,0
39,暗夜妖精戰役：佐司特的惡意,你可以開始進行暗夜妖精戰役的下一個章節。完成此章節可讓你和狩獵隊長克芮恩成為靈魂之絆。,解鎖新的戰役任務,3,22,1500884,1,0,0,0,0,0,0,0,0,0,64508,0
40,,可向名望軍需官領養樹蒂。,解鎖寵物夥伴,3,27,0,0,1,182663,0,0,0,0,0,0,0,0,0
41,靈魂之絆升級：妮亞,解鎖妮亞第6排的靈魂之絆特長。,解鎖妮亞的靈魂之絆特長,3,18,3684884,2,0,0,0,0,0,0,0,0,0,64508,0
42,,你可以和看守者鐘花交談以招募這位冒險者。,解鎖新的冒險者,3,27,0,0,0,0,0,0,0,0,0,1286,0,64508,0
43,,可向名望軍需官購買這些外觀：|n- 手腕|n- 手|n- 腰部,解鎖新的外觀,3,16,0,0,1,0,0,0,0,2086,0,0,0,64508,0
44,,可向名望軍需官購買這些外觀：|n- 披風|n- 腿部|n- 腳,解鎖新的外觀,3,26,0,0,0,0,0,0,0,2087,0,0,0,64508,0
45,,可向名望軍需官購買這些外觀：|n- 頭部|n- 肩部|n- 胸部,解鎖新的外觀,3,32,0,0,1,0,0,0,0,2089,0,0,0,64508,0
48,靈魂之絆升級：織夢者,解鎖織夢者第6排的靈魂之絆特長。,解鎖織夢者的靈魂之絆特長,3,21,3684882,2,0,0,0,0,0,0,0,0,0,64508,0
50,世界任務獎勵,提高世界任務獎勵的物品等級。,提高世界任務物品等級上限,3,19,236668,0,1,0,0,0,0,0,0,0,0,63221,88687
51,靈魂之絆升級：妮亞,解鎖妮亞第7排的靈魂之絆特長。,解鎖妮亞的靈魂之絆特長,3,25,3684884,2,0,0,0,0,0,0,0,0,0,64508,0
52,靈魂之絆升級：織夢者,解鎖織夢者第7排的靈魂之絆特長。,解鎖織夢者的靈魂之絆特長,3,29,3684882,2,0,0,0,0,0,0,0,0,0,64508,0
53,,你可以和看守者鐘花交談以招募她。,解鎖新的冒險者,3,33,0,0,0,0,0,0,0,0,0,1287,0,64508,0
55,靈魂之絆升級：克芮恩,解鎖克芮恩第7排的靈魂之絆特長。,解鎖克芮恩的靈魂之絆特長,3,28,3684885,2,0,0,0,0,0,0,0,0,0,64508,0
59,,你可以和看守者鐘花交談以招募這位冒險者。,解鎖新的冒險者,3,38,0,0,0,0,0,0,0,0,0,1288,0,64508,0
62,,,解鎖坐騎,3,39,0,0,0,0,0,1357,0,0,0,0,0,62415,0
63,,,解鎖頭銜,3,40,3641394,1,0,0,0,0,0,0,681,0,0,64508,0
64,,,解鎖新的外觀,3,34,0,0,0,0,0,0,113566,0,0,0,0,0,0
67,,你可以和闊洛斯交談以招募這位冒險者。,解鎖新的冒險者,1,4,0,0,0,0,0,0,0,0,0,1270,0,0,85540
68,,你可以和闊洛斯交談以招募這位冒險者。,解鎖新的冒險者,1,4,0,0,0,0,0,0,0,0,0,1271,0,0,85541
69,靈魂之絆升級：佩拉苟斯,解鎖佩拉苟斯第3排的靈魂之絆特長。,解鎖佩拉苟斯的靈魂之絆特長,1,3,3684898,2,0,0,0,0,0,0,0,0,0,64508,0
75,世界任務獎勵,提高世界任務獎勵的物品等級。,提高世界任務物品等級上限,1,10,236668,0,1,0,0,0,0,0,0,0,0,63220,88686
78,世界任務獎勵,提高世界任務獎勵的物品等級。,提高世界任務物品等級上限,1,19,236668,0,1,0,0,0,0,0,0,0,0,63221,88687
81,靈魂之絆升級：佩拉苟斯,解鎖佩拉苟斯第4排的靈魂之絆特長。,解鎖佩拉苟斯的靈魂之絆特長,1,7,3684898,2,0,0,0,0,0,0,0,0,0,64508,0
82,靈魂之絆升級：佩拉苟斯,解鎖佩拉苟斯第5排的靈魂之絆特長。,解鎖佩拉苟斯的靈魂之絆特長,1,10,3684898,2,0,0,0,0,0,0,0,0,0,64508,0
83,靈魂之絆升級：佩拉苟斯,解鎖佩拉苟斯第6排的靈魂之絆特長。,解鎖佩拉苟斯的靈魂之絆特長,1,21,3684898,2,0,0,0,0,0,0,0,0,0,64508,0
84,靈魂之絆升級：佩拉苟斯,解鎖佩拉苟斯第7排的靈魂之絆特長。,解鎖佩拉苟斯的靈魂之絆特長,1,25,3684898,2,0,0,0,0,0,0,0,0,0,64508,0
85,靈魂之絆升級：克蕾雅,解鎖克蕾雅第4排的靈魂之絆特長。,解鎖克蕾雅的靈魂之絆特長,1,9,3684897,2,0,0,0,0,0,0,0,0,0,64508,0
86,靈魂之絆升級：克蕾雅,解鎖克蕾雅第5排的靈魂之絆特長。,解鎖克蕾雅的靈魂之絆特長,1,13,3684897,2,1,0,0,0,0,0,0,0,0,0,0
87,靈魂之絆升級：克蕾雅,解鎖克蕾雅第6排的靈魂之絆特長。,解鎖克蕾雅的靈魂之絆特長,1,18,3684897,2,0,0,0,0,0,0,0,0,0,64508,0
88,靈魂之絆升級：克蕾雅,解鎖克蕾雅第7排的靈魂之絆特長。,解鎖克蕾雅的靈魂之絆特長,1,28,3684897,2,0,0,0,0,0,0,0,0,0,64508,0
90,靈魂之絆升級：米卡尼寇斯,解鎖米卡尼寇斯第7排的靈魂之絆特長。,解鎖米卡尼寇斯的靈魂之絆特長,1,29,3684894,2,0,0,0,0,0,0,0,0,0,64508,0
91,,你可以和闊洛斯交談以招募這位冒險者。,解鎖新的冒險者,1,12,0,0,0,0,0,0,0,0,0,1272,0,64508,0
92,,你可以和闊洛斯交談以招募這位冒險者。,解鎖新的冒險者,1,17,0,0,1,0,0,0,0,0,0,1273,0,0,0
93,,你可以和闊洛斯交談以招募這位冒險者。,解鎖新的冒險者,1,27,0,0,0,0,0,0,0,0,0,1276,0,64508,0
94,,你可以和闊洛斯交談以招募這位冒險者。,解鎖新的冒險者,1,33,0,0,0,0,0,0,0,0,0,1275,0,64508,0
95,,你可以和闊洛斯交談以招募這位冒險者。,解鎖新的冒險者,1,38,0,0,0,0,0,0,0,0,0,1274,0,64508,0
